ID,Species_reported,Species_accepted,Temperature,GermSeeds,nSeeds,Growth_form,Distribution,Microhabitat,Dry_mass,Dormancy,Species_acceptedLCVP
91,Mimosa dasilvae,Mimosa dasilvae,25,4,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,25,10,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,25,12,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,25,6,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,25,5,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,0,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,0,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,1,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,0,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,0,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Mimosa dasilvae,Mimosa dasilvae,40,2,25,Shrub,Restricted,Mesic,13.143,ND,Mimosa_dasilvae
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,18,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,13,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,14,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,15,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,8,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,25,12,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Chelonanthus purpurascens,Chelonanthus purpurascens,40,0,25,Herb,Widespread,Mesic,0.02075,ND,Calolisianthus_purpurascens
91,Brasilianthus carajensis,Brasilianthus carajensis,25,4,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,25,2,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,25,0,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,25,2,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,25,2,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,25,3,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,5,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,4,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,3,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,1,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,3,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Brasilianthus carajensis,Brasilianthus carajensis,40,3,25,Herb,Restricted,Mesic/Xeric,0.03275,ND,Brasilianthus_carajensis
91,Peperomia sp.,Peperomia sp.,25,17,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,25,17,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,25,17,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,25,15,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,25,19,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,25,16,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Peperomia sp.,Peperomia sp.,40,0,25,Herb,NA,NA,0.10825,ND,NA
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,25,0,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,9,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,2,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,4,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,4,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,8,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Sporobolus multiramosus,Sporobolus multiramosus,40,7,25,Herb,Widespread,Xeric,0.33325,ND,Sporobolus_multiramosus
91,Borreria elaiosulcata,Borreria elaiosulcata,25,17,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,25,14,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,25,14,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,25,14,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,25,11,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,25,11,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,19,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,19,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,18,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,23,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,21,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Borreria elaiosulcata,Borreria elaiosulcata,40,17,25,Shrub,Restricted,Mesic/Xeric,0.57925,ND,Spermacoce_elaiosulcata
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,5,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,7,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,10,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,19,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,4,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,25,12,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,4,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,7,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,11,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,12,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,17,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Mitracarpus carajasensis,Mitracarpus carajasensis,40,5,25,Herb,Restricted,Xeric,0.11075,ND,Mitracarpus_carajasensis
91,Vellozia glauca,Vellozia glauca,25,11,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,25,10,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,25,11,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,25,10,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,25,12,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,25,11,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,25,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,22,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,20,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,20,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,24,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Vellozia glauca,Vellozia glauca,40,22,25,Shrub,Widespread,Xeric,1.045,ND,Vellozia_glauca
91,Xyris brachysepala,Xyris brachysepala,25,13,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,25,15,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,25,5,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,25,11,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,25,19,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,25,18,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,1,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,4,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,9,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,0,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,3,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
91,Xyris brachysepala,Xyris brachysepala,40,1,25,Herb,Restricted,Mesic,0.03125,ND,Xyris_brachysepala
