ID,First_Author,Year,Title,Order,Family,Genus,Species_reported,Species_accepted,Class,Major,Minor
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris cipoensis,Xyris cipoensis,Abiotic,Temperature,Constant
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris longiscapa,Xyris longiscapa,Abiotic,Temperature,Constant
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris platystachia,Xyris platystachya,Abiotic,Temperature,Constant
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris trachyphylla,Xyris trachyphylla,Abiotic,Temperature,Constant
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris cipoensis,Xyris cipoensis,Abiotic,Temperature,Alternate
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris longiscapa,Xyris longiscapa,Abiotic,Temperature,Alternate
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris platystachia,Xyris platystachya,Abiotic,Temperature,Alternate
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris trachyphylla,Xyris trachyphylla,Abiotic,Temperature,Alternate
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris cipoensis,Xyris cipoensis,Abiotic,Light,Availability
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris longiscapa,Xyris longiscapa,Abiotic,Light,Availability
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris platystachia,Xyris platystachya,Abiotic,Light,Availability
1,"Abreu, M. E. P.",2005,"Efeito da luz e da temperatura na germinação de sementes de quatro espécies de Xyris L. (Xyridaceae) ocorrentes na Serra do Cipó, MG, Brasil.",Poales,Xyridaceae,Xyris,Xyris trachyphylla,Xyris trachyphylla,Abiotic,Light,Availability
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Liliales,Alstroemeriaceae,Alstroemeria,Alstroemeria isabelleana,Alstroemeria isabelleana,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum morelianum,Hippeastrum morelianum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Apiales,Apiaceae,Eryngium,Eryngium glaziovianum,Eryngium glaziovianum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Austrocritonia,Austrocritonia velutina,Austrocritonia velutina,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis maxima,Baccharis maxima,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis semiserrata,Baccharis semiserrata,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis argyrotricha,Graphistylis argyrotricha,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis dichroa,Graphistylis dichroa,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Pentacalia,Pentacalia desiberabilis,Pentacalia desiderabilis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio adamantinus,Senecio adamantinus,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio brasiliensis,Senecio brasiliensis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio oleosus,Senecio oleosus,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Trixis,Trixis glaziovii,Trixis glaziovii,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Verbesina,Verbesina glabrata,Verbesina glabrata,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Cucurbitales,Begoniaceae,Begonia,Begonia occhionii,Begonia occhionii,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ranunculales,Berberidaceae,Berberis,Berberis campos-portoi,Berberis campos-portoi,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Bromeliaceae,Vriesea,Vriesea bituminosa,Vriesea bituminosa,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Bromeliaceae,Vriesea,Vriesea itatiaiae,Vriesea itatiaiae,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Celastrales,Celastraceae,Maytenus,Maytenus boaria,Maytenus boaria,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Clethraceae,Clethra,Clethra scabra var. laevigata,Clethra scabra var. laevigata,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Cyperaceae,Carex,Carex brasiliensis,Carex brasiliensis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Ericaceae,Agarista,Agarista hispidula,Agarista hispidula,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Ericaceae,Gaultheria,Gaultheria serrata,Gaultheria serrata,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Eriocaulaceae,Eriocaulon,Eriocaulon majusculum,Eriocaulon majusculum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Eriocaulaceae,Paepalanthus,Paepalanthus itatiaiensis,Paepalanthus itatiaiensis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Escalloniales,Escalloniaceae,Escallonia,Escallonia bífida,Escallonia bifida,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Fabales,Fabaceae,Lupinus,Lupinus gibertianus,Lupinus gibertianus,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Fabales,Fabaceae,Senna,Senna itatiaiae,Senna itatiaiae,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Gelasine,Gelasine coerulea,Gelasine coerulea,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium marginatum,Sisyrinchium marginatum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium wettsteinii,Sisyrinchium wettsteinii,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Lamiaceae,Lepechinia,Lepechinia speciosa,Lepechinia speciosa,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Leandra,Leandra quinquedentata,Leandra quinquedentata,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma echinatum,Pleroma echinatum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma foveolatum,Pleroma foveolatum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma hospitum,Pleroma hospitum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Tibouchina itatiaiae,Pleroma itatiaiae,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Orobanchaceae,Esterhazya,Esterhazya eitenorum,Esterhazya eitenorum,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Plantaginaceae,Plantago,Plantago australis,Plantago australis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Primulaceae,Myrsine,Myrsine gardneriana,Myrsine gardneriana,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Proteales,Proteaceae,Roupala,Roupala montana,Roupala montana,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Gentianales,Rubiaceae,Coccocypselum,Coccocypselum condalia,Coccocypselum condalia,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Gentianales,Rubiaceae,Galium,Galium hypocarpium,Galium hypocarpium,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Scrophulariaceae,Buddleja,Buddleja speciosissima,Buddleja speciosissima,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Pandanales,Velloziaceae,Barbacenia,Barbacenia gounelleana,Barbacenia gounelleana,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Canellales,Winteraceae,Drymis,Drymis brasiliensis,Drimys brasiliensis,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Xyridaceae,Xyris,Xyris stenophylla,Xyris stenophylla,Longevity,Ex situ,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Liliales,Alstroemeriaceae,Alstroemeria,Alstroemeria isabelleana,Alstroemeria isabelleana,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum morelianum,Hippeastrum morelianum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Apiales,Apiaceae,Eryngium,Eryngium glaziovianum,Eryngium glaziovianum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Austrocritonia,Austrocritonia velutina,Austrocritonia velutina,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis maxima,Baccharis maxima,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis semiserrata,Baccharis semiserrata,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis argyrotricha,Graphistylis argyrotricha,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis dichroa,Graphistylis dichroa,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Pentacalia,Pentacalia desiberabilis,Pentacalia desiderabilis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio adamantinus,Senecio adamantinus,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio brasiliensis,Senecio brasiliensis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio oleosus,Senecio oleosus,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Trixis,Trixis glaziovii,Trixis glaziovii,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Verbesina,Verbesina glabrata,Verbesina glabrata,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Cucurbitales,Begoniaceae,Begonia,Begonia occhionii,Begonia occhionii,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ranunculales,Berberidaceae,Berberis,Berberis campos-portoi,Berberis campos-portoi,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Bromeliaceae,Vriesea,Vriesea bituminosa,Vriesea bituminosa,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Bromeliaceae,Vriesea,Vriesea itatiaiae,Vriesea itatiaiae,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Celastrales,Celastraceae,Maytenus,Maytenus boaria,Maytenus boaria,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Clethraceae,Clethra,Clethra scabra var. laevigata,Clethra scabra var. laevigata,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Cyperaceae,Carex,Carex brasiliensis,Carex brasiliensis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Ericaceae,Agarista,Agarista hispidula,Agarista hispidula,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Ericaceae,Gaultheria,Gaultheria serrata,Gaultheria serrata,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Eriocaulaceae,Eriocaulon,Eriocaulon majusculum,Eriocaulon majusculum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Eriocaulaceae,Paepalanthus,Paepalanthus itatiaiensis,Paepalanthus itatiaiensis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Escalloniales,Escalloniaceae,Escallonia,Escallonia bífida,Escallonia bifida,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Fabales,Fabaceae,Lupinus,Lupinus gibertianus,Lupinus gibertianus,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Fabales,Fabaceae,Senna,Senna itatiaiae,Senna itatiaiae,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Gelasine,Gelasine coerulea,Gelasine coerulea,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium marginatum,Sisyrinchium marginatum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium wettsteinii,Sisyrinchium wettsteinii,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Lamiaceae,Lepechinia,Lepechinia speciosa,Lepechinia speciosa,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Leandra,Leandra quinquedentata,Leandra quinquedentata,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma echinatum,Pleroma echinatum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma foveolatum,Pleroma foveolatum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Pleroma hospitum,Pleroma hospitum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Myrtales,Melastomataceae,Pleroma,Tibouchina itatiaiae,Pleroma itatiaiae,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Orobanchaceae,Esterhazya,Esterhazya eitenorum,Esterhazya eitenorum,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Plantaginaceae,Plantago,Plantago australis,Plantago australis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Ericales,Primulaceae,Myrsine,Myrsine gardneriana,Myrsine gardneriana,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Proteales,Proteaceae,Roupala,Roupala montana,Roupala montana,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Gentianales,Rubiaceae,Coccocypselum,Coccocypselum condalia,Coccocypselum condalia,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Gentianales,Rubiaceae,Galium,Galium hypocarpium,Galium hypocarpium,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Lamiales,Scrophulariaceae,Buddleja,Buddleja speciosissima,Buddleja speciosissima,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Pandanales,Velloziaceae,Barbacenia,Barbacenia gounelleana,Barbacenia gounelleana,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Canellales,Winteraceae,Drymis,Drymis brasiliensis,Drimys brasiliensis,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Poales,Xyridaceae,Xyris,Xyris stenophylla,Xyris stenophylla,Viability,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Liliales,Alstroemeriaceae,Alstroemeria,Alstroemeria isabelleana,Alstroemeria isabelleana,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asparagales,Amaryllidaceae,Hippeastrum,Hippeastrum morelianum,Hippeastrum morelianum,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Apiales,Apiaceae,Eryngium,Eryngium glaziovianum,Eryngium glaziovianum,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Austrocritonia,Austrocritonia velutina,Austrocritonia velutina,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis maxima,Baccharis maxima,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Baccharis,Baccharis semiserrata,Baccharis semiserrata,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis argyrotricha,Graphistylis argyrotricha,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Graphistylis,Graphistylis dichroa,Graphistylis dichroa,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Pentacalia,Pentacalia desiberabilis,Pentacalia desiderabilis,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio adamantinus,Senecio adamantinus,Dormancy,,
2,"Andrade, L. G.",2021,"Germination, viability and dormancy of 47 species from threatened tropical montane grassland in southeast Brazil: Implications for ex situ conservation",Asterales,Asteraceae,Senecio,Senecio brasiliensis,Senecio brasiliensis,Dormancy,,
