ID,First_Author,Year,Title,Order,Family,Genus,Species_reported,Species_accepted,Class,Major,Minor
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta commutata,Stachytarpheta commutata,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta confertifolia,Stachytarpheta confertifolia,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta discolor,Stachytarpheta discolor,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta glabra,Stachytarpheta glabra,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta harleyi,Stachytarpheta harleyi,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta martiana,Stachytarpheta martiana,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta mexiae,Stachytarpheta mexiae,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta sellowiana,Stachytarpheta sellowiana,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta spathulata,Stachytarpheta chascanoides,Dormancy,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta ajugifolia,Stachytarpheta ajugifolia,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta cayennensis,Stachytarpheta cayennensis,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta spathulata,Stachytarpheta chascanoides,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta commutata,Stachytarpheta commutata,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta confertifolia,Stachytarpheta confertifolia,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta discolor,Stachytarpheta discolor,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta glabra,Stachytarpheta glabra,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta harleyi,Stachytarpheta harleyi,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta martiana,Stachytarpheta martiana,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta mexiae,Stachytarpheta mexiae,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta reticulata,Stachytarpheta reticulata,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta sellowiana,Stachytarpheta sellowiana,Viability,,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta confertifolia,Stachytarpheta confertifolia,Longevity,Ex situ,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta discolor,Stachytarpheta discolor,Longevity,Ex situ,
4,"Barreto, L. C.",2016,Seed dormancy in Stachytarpheta species (Verbenaceae) from high-altitude sites in south-eastern Brazil,Lamiales,Verbenaceae,Stachytarpheta,Stachytarpheta glabra,Stachytarpheta glabra,Longevity,Ex situ,
5,"Barreto, L. C.",2020,ABA and GA4 dynamic modulates secondary dormancy and germination in Syngonanthus verticillatus seeds,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus verticillatus,Syngonanthus verticillatus,Dormancy,,
5,"Barreto, L. C.",2020,ABA and GA4 dynamic modulates secondary dormancy and germination in Syngonanthus verticillatus seeds,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus verticillatus,Syngonanthus verticillatus,Longevity,In situ,
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia flava,Barbacenia flava,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia markgrafii,Barbacenia markgrafii,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia purpurea,Barbacenia purpurea,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia williamsi,Barbacenia williamsii,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia alata,Vellozia alata,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia compacta,Vellozia compacta,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia glochidea,Vellozia glochidea,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia plicata,Vellozia plicata,Abiotic,Temperature,Constant
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia flava,Barbacenia flava,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia markgrafii,Barbacenia markgrafii,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia purpurea,Barbacenia purpurea,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Barbacenia,Barbacenia williamsii,Barbacenia williamsii,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia alata,Vellozia alata,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia compacta,Vellozia compacta,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia glochidea,Vellozia glochidea,Abiotic,Light,Availability
6,"Bicalho, E. M.",2018,Temperature and light requirements for germination of species of velloziaceae from different Brazilian rocky outcrops,Pandanales,Velloziaceae,Vellozia,Vellozia plicata,Vellozia plicata,Abiotic,Light,Availability
7,"Campos, C. C. F.",2009,Floral biology and breeding mechanisms of Tibouchina heteromalla Cogn. in rocky outcrops in the South of Minas Gerais,Myrtales,Melastomataceae,Pleroma,Tibouchina heteromalla,Pleroma heteromallum,Biotic,Reproductive,
8,"Carmo, L. P.",2021,"Effects of heat stress and seaweed-derived biostimulants on the germination of Comanthera mucugensis, an endemic plant of fire-prone Campos rupestres of Chapada Diamantina (Brazil)",Poales,Eriocaulaceae,Comanthera,Comanthera mucugensis,Comanthera mucugensis,Abiotic,Fire,Heat
9,"Carvalho, V. C.",2021,"Comportamento germinativo de sementes de Cecropia pachystachya Trec. (Urticaceae) provenientes de campos rupestres da Cadeia do Espinhaço, Minas Gerais",Rosales,Urticaceae,Cecropia,Cecropia pachystachya,Cecropia pachystachya,Abiotic,Temperature,Constant
9,"Carvalho, V. C.",2021,"Comportamento germinativo de sementes de Cecropia pachystachya Trec. (Urticaceae) provenientes de campos rupestres da Cadeia do Espinhaço, Minas Gerais",Rosales,Urticaceae,Cecropia,Cecropia pachystachya,Cecropia pachystachya,Abiotic,Temperature,Alternate
9,"Carvalho, V. C.",2021,"Comportamento germinativo de sementes de Cecropia pachystachya Trec. (Urticaceae) provenientes de campos rupestres da Cadeia do Espinhaço, Minas Gerais",Rosales,Urticaceae,Cecropia,Cecropia pachystachya,Cecropia pachystachya,Abiotic,Light,Availability
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus glaziovii,Arthrocereus glaziovii,Abiotic,Light,Availability
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. magnus,Arthrocereus melanurus subsp. magnus,Abiotic,Light,Availability
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. melanurus,Arthrocereus melanurus subsp. melanurus,Abiotic,Light,Availability
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. odorus,Arthrocereus melanurus subsp. odorus,Abiotic,Light,Availability
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus glaziovii,Arthrocereus glaziovii,Abiotic,Temperature,Constant
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. magnus,Arthrocereus melanurus subsp. magnus,Abiotic,Temperature,Constant
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. melanurus,Arthrocereus melanurus subsp. melanurus,Abiotic,Temperature,Constant
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. odorus,Arthrocereus melanurus subsp. odorus,Abiotic,Temperature,Constant
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus glaziovii,Arthrocereus glaziovii,Longevity,In situ,
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. magnus,Arthrocereus melanurus subsp. magnus,Longevity,In situ,
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. melanurus,Arthrocereus melanurus subsp. melanurus,Longevity,In situ,
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus glaziovii,Arthrocereus glaziovii,Longevity,Ex situ,
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. magnus,Arthrocereus melanurus subsp. magnus,Longevity,Ex situ,
10,"Cheib, A. L.",2012,Longevity and germination ecology of seeds of endemic Cactaceae species from high-altitude sites in south-eastern Brazil,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus subsp. melanurus,Arthrocereus melanurus subsp. melanurus,Longevity,Ex situ,
11,"Dugarte, B. A.",2015,Morfología de semillas y desarrollo post-seminal de especies de Comanthera (Eriocaulaceae),Poales,Eriocaulaceae,Comanthera,Comanthera brasiliana,Comanthera brasiliana,Other,,
11,"Dugarte, B. A.",2015,Morfología de semillas y desarrollo post-seminal de especies de Comanthera (Eriocaulaceae),Poales,Eriocaulaceae,Comanthera,Comanthera brunnea,Comanthera brunnea,Other,,
11,"Dugarte, B. A.",2015,Morfología de semillas y desarrollo post-seminal de especies de Comanthera (Eriocaulaceae),Poales,Eriocaulaceae,Comanthera,Comanthera linearis,Comanthera caespitosa,Other,,
11,"Dugarte, B. A.",2015,Morfología de semillas y desarrollo post-seminal de especies de Comanthera (Eriocaulaceae),Poales,Eriocaulaceae,Comanthera,Comanthera magnifica,Comanthera magnifica,Other,,
11,"Dugarte, B. A.",2015,Morfología de semillas y desarrollo post-seminal de especies de Comanthera (Eriocaulaceae),Poales,Eriocaulaceae,Comanthera,Comanthera suberosa,Comanthera suberosa,Other,,
12,"Costa, C. B. N.",2007,Post-zygotic reproductive isolation between sympatric taxa in the Chamaecrista desvauxii complex (Leguminosae-Caesalpinioideae),Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. latistipula,Chamaecrista latistipula,Biotic,Reproductive,
12,"Costa, C. B. N.",2007,Post-zygotic reproductive isolation between sympatric taxa in the Chamaecrista desvauxii complex (Leguminosae-Caesalpinioideae),Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. graminea,Chamaecrista linearis,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista blanchetii,Chamaecrista blanchetii,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista chapadae,Chamaecrista chapadae,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista confertiformis,Chamaecrista confertiformis,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista glaucofilix,Chamaecrista glaucofilix,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. latistipula,Chamaecrista latistipula,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. graminea,Chamaecrista linearis,Biotic,Reproductive,
13,"Costa, C. B. N.",2013,Self-compatible sympatric Chamaecrista (Leguminosae-Caesalpinioideae) species present different interspecific isolation mechanisms depending on their phylogenetic proximity,Fabales,Fabaceae,Chamaecrista,Chamaecrista rotundifolia var. grandiflora,Chamaecrista rotundifolia var. grandiflora,Biotic,Reproductive,
14,"Dayrell, R. L. C.",2015,Environmental control of seed dormancy and germination of Mimosa calodendron (Fabaceae): implications for ecological restoration of a highly threatened environment,Fabales,Fabaceae,Mimosa,Mimosa calodendron,Mimosa calodendron,Abiotic,Temperature,Constant
14,"Dayrell, R. L. C.",2015,Environmental control of seed dormancy and germination of Mimosa calodendron (Fabaceae): implications for ecological restoration of a highly threatened environment,Fabales,Fabaceae,Mimosa,Mimosa calodendron,Mimosa calodendron,Abiotic,Light,Availability
14,"Dayrell, R. L. C.",2015,Environmental control of seed dormancy and germination of Mimosa calodendron (Fabaceae): implications for ecological restoration of a highly threatened environment,Fabales,Fabaceae,Mimosa,Mimosa calodendron,Mimosa calodendron,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Apiales,Apiaceae,Eryngium,Eryngium horridum,Eryngium horridum,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Heterocondylus,Heterocondylus pumilus,Heterocondylus pumilus,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Lepidaploa,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Mikania,Mikania itambana,Mikania itambana,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Poales,Bromeliaceae,Vriesea,Vriesea atropurpurea,Vriesea atropurpurea,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Caryophyllales,Cactaceae,Cipocereus,Cipocereus minensis,Cipocereus minensis,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus aurisetus,Pilosocereus aurisetus,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Dilleniales,Dilleniaceae,Davilla,Davilla grandiflora,Davilla grandiflora,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Agarista,Agarista virgata,Agarista virgata,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Gaylussacia,Gaylussacia montana,Gaylussacia montana,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Gaylussacia,Gaylussacia reticulata,Gaylussacia reticulata,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Fabales,Fabaceae,Mimosa,Mimosa macedoana,Mimosa macedoana,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Gentianales,Gentianaceae,Calolisianthus,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asparagales,Iridaceae,Pseudotrimezia,Trimezia juncifolia,Pseudotrimezia juncifolia,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Myrtales,Melastomataceae,Cambessedesia,Cambessedesia corymbosa,Cambessedesia corymbosa,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Malpighiales,Ochnaceae,Luxemburgia,Luxemburgia ciliatibracteata,Luxemburgia ciliatibracteata,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Malpighiales,Ochnaceae,Luxemburgia,Luxemburgia damazioana,Luxemburgia damazioana,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Lamiales,Orobanchaceae,Esterhazya,Esterhazya splendida,Esterhazya splendida,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Lamiales,Orobanchaceae,Physocalyx,Physocalyx major,Physocalyx major,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Fabales,Polygalaceae,Polygala,Polygala paniculata,Polygala paniculata,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Gentianales,Rubiaceae,Declieuxia,Declieuxia fruticosa,Declieuxia fruticosa,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Gentianales,Rubiaceae,Palicourea,Palicourea rigida,Palicourea rigida,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Pandanales,Velloziaceae,Vellozia,Vellozia compacta,Vellozia compacta,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Pandanales,Velloziaceae,Vellozia,Vellozia nanuzae,Vellozia nanuzae,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Myrtales,Vochysiaceae,Vochysia,Vochysia pygmaea,Vochysia pygmaea,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Myrtales,Vochysiaceae,Vochysia,Vochysia thyrsoidea,Vochysia thyrsoidea,Dormancy,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Apiales,Apiaceae,Eryngium,Eryngium horridum,Eryngium horridum,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Heterocondylus,Heterocondylus pumilus,Heterocondylus pumilus,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Lepidaploa,Lepidaploa rufogrisea,Lepidaploa rufogrisea,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asterales,Asteraceae,Mikania,Mikania itambana,Mikania itambana,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Poales,Bromeliaceae,Vriesea,Vriesea atropurpurea,Vriesea atropurpurea,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Caryophyllales,Cactaceae,Cipocereus,Cipocereus minensis,Cipocereus minensis,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus aurisetus,Pilosocereus aurisetus,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Dilleniales,Dilleniaceae,Davilla,Davilla grandiflora,Davilla grandiflora,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Agarista,Agarista virgata,Agarista virgata,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Gaylussacia,Gaylussacia montana,Gaylussacia montana,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Ericales,Ericaceae,Gaylussacia,Gaylussacia reticulata,Gaylussacia reticulata,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Fabales,Fabaceae,Mimosa,Mimosa macedoana,Mimosa macedoana,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Gentianales,Gentianaceae,Calolisianthus,Calolisianthus pedunculatus,Calolisianthus pedunculatus,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Asparagales,Iridaceae,Pseudotrimezia,Trimezia juncifolia,Pseudotrimezia juncifolia,Viability,,
15,"Dayrell, R. L. C.",2017,Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism,Myrtales,Melastomataceae,Cambessedesia,Cambessedesia corymbosa,Cambessedesia corymbosa,Viability,,
