ID,Order,Family,Genus,Species_reported,Authority_reported,Species_accepted,Authority_accepted,Latitude,Longitude,Location,Outcrop,Growth_form,Distribution,Microhabitat,Dispersal_period,Dispersal_syndrome,Seed_number,Embryoless,Nonviable,Nondormant,Dormant,Viable,Length,Width,Thickness,Dry_mass,Water_content,Dormancy,Dormancy_class,Dessication_tolerance,Notes
22,Myrtales,Melastomataceae,Trembleya,Trembleya parviflora,(D. Don) Cogn.,Trembleya parviflora,(D. Don) Cogn.,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Shrub,Widespread,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,NA,NC,NA,NA,NA
22,Myrtales,Myrtaceae,Myrcia,Myrcia splendens,(Sw.) DC.,Myrcia splendens,(Sw.) DC.,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Tree,Widespread,Mesic,LD,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA,NC,NA,NA,NA
22,Poales,Poaceae,Sporobolus,Sporobolus metallicolus,Longhi-Wagner & Boechat,Sporobolus metallicolus,Longhi-Wagner & Boechat,-20.35,-43.50,Parque Natural Municipal das Andorinhas,Ironstone,Herb,Widespread,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA,NC,NA,NA,NA
23,Asparagales,Iridaceae,Herbertia,Herbertia zebrina,Deble,Herbertia zebrina,Deble,-30.54,-52.71,NA,Granite,Herb,Widespread,Xeric,NA,NA,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
24,Myrtales,Melastomataceae,Cambessedesia,Cambessedesia hilariana,(Kunth) DC.,Cambessedesia hilariana,(Kunth) DC.,-23.00,-46.97,"Vinhedo, São Paulo",Granite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
25,Asterales,Asteraceae,Baccharis,Baccharis retusa,DC.,Baccharis retusa,DC.,-19.28,-43.55,"Barão de Cocais, Minas Gerais",Ironstone,Shrub,Widespread,Xeric,LD,Anemochory,NA,NA,NA,NA,NA,NA,2.26,0.77,NA,NA,NA,ND,ND,NA,NA
25,Myrtales,Melastomataceae,Pleroma,Tibouchina multiflora,(Gardner) Cogn.,Pleroma heteromallum,(D.Don) D.Don,-19.28,-43.55,"Barão de Cocais, Minas Gerais",Ironstone,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,0.52,0.37,NA,NA,NA,D,NA,NA,NA
26,Pandanales,Velloziaceae,Vellozia,Vellozia gigantea,N.L. Menezes & Mello-Silva,Vellozia gigantea,N.L. Menezes & Mello-Silva,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,1.45,NA,NA,0.47,13.45,ND,ND,NA,NA
26,Pandanales,Velloziaceae,Vellozia,Vellozia glandulifera,Goethart & Henrard,Vellozia glandulifera,Goethart & Henrard,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,2.6,NA,NA,0.49,17.33,ND,ND,NA,NA
26,Pandanales,Velloziaceae,Vellozia,Vellozia variabilis,Mart. ex Schult. & Schult.f.,Vellozia variabilis,Mart. ex Schult. & Schult.f.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,1.01,NA,NA,0.21,13.05,ND,ND,NA,NA
27,Pandanales,Velloziaceae,Vellozia,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,NA,Autochory,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,ND,ND,NA,NA
27,Pandanales,Velloziaceae,Vellozia,Vellozia leptopetala,Goeth. et Henr.,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,ND,ND,NA,NA
28,Poales,Xyridaceae,Xyris,Xyris bialata,Malme,Xyris bialata,Malme,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic/Xeric,ED,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,ND,ND,NA,NA
28,Poales,Xyridaceae,Xyris,Xyris peregrina,Malme,Xyris peregrina,Malme,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic/Xeric,ED,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,NA,ND,ND,NA,NA
29,Poales,Eriocaulaceae,Comanthera,Comanthera bisulcata,(Körn.) L.R.Parra & Giul.,Comanthera bisulcata,(Körn.) L.R.Parra & Giul.,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
29,Poales,Eriocaulaceae,Comanthera,Comanthera elegans,(Körn.) L.R.Parra & Giul.,Comanthera elegans,(Körn.) L.R.Parra & Giul.,NA,NA,"Diamantina, Minas Gerais",Quartzite,Herb,Restricted,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
29,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus anthemidiflorus,(Bong.) Ruhland,Syngonanthus anthemiflorus,(Bong.) Ruhland,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
29,Poales,Eriocaulaceae,Syngonanthus,Syngonanthus verticillatus,(Bong.) Ruhland,Syngonanthus verticillatus,(Bong.) Ruhland,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,ER,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
30,Pandanales,Velloziaceae,Vellozia,Vellozia alutacea,Pohl,Vellozia alutacea,Pohl,-19.37,-43.54,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,1.28,NA,NA,0.24,NA,ND,ND,NA,NA
30,Pandanales,Velloziaceae,Vellozia,Vellozia caruncularis,Mart. ex Seub.,Vellozia caruncularis,Mart. ex Seub.,-19.28,-43.55,Serra do Cipó,Quartzite,NA,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,1.04,NA,NA,0.15,NA,ND,ND,NA,NA
30,Pandanales,Velloziaceae,Vellozia,Vellozia gigantea,N. L. Menezes & Mello-Silva,Vellozia gigantea,N.L. Menezes & Mello-Silva,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,1.38,NA,NA,0.36,NA,ND,ND,NA,NA
30,Pandanales,Velloziaceae,Vellozia,Vellozia glandulifera,Goethart & Henrard,Vellozia glandulifera,Goethart & Henrard,-19.28,-43.58,Serra do Cipó,Quartzite,NA,Restricted,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,2.51,NA,NA,1.21,NA,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris aurea,L.B.Sm. & Downs,Xyris aurea,L.B.Sm. & Downs,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Restricted,Mesic,LR,Autochory,NA,NA,NA,NA,NA,NA,1.3,0.44,NA,0.115,11.7,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris bialata,Malme,Xyris bialata,Malme,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,ED,Autochory,NA,NA,NA,NA,NA,NA,0.82,0.27,NA,0.045,10.9,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris blanchetiana,Malme,Xyris blanchetiana,Malme,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,ER,Autochory,NA,NA,NA,NA,NA,NA,0.41,0.2,NA,0.016,12.1,NC,NA,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris coutensis,Wand. & Cerati,Xyris coutensis,Wand. & Cerati,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Restricted,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,1.38,0.5,NA,0.158,11.9,D,NA,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris jolyi,Wand. & Cerati,Xyris jolyi,Wand. & Cerati,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,LD,Autochory,NA,NA,NA,NA,NA,NA,0.36,0.17,NA,0.012,11.5,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris laxifolia,Mart.,Xyris macrocephala,Vahl,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,ED,Autochory,NA,NA,NA,NA,NA,NA,0.55,0.23,NA,0.02,12.2,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris peregrina,Malme,Xyris peregrina,Malme,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,ED,Autochory,NA,NA,NA,NA,NA,NA,0.3,0.2,NA,0.015,13.1,ND,ND,NA,NA
31,Poales,Xyridaceae,Xyris,Xyris spinulosa,Kral & L.B.Sm.,Xyris spinulosa,Kral & L.B.Sm.,-18.23,-43.31,Parque Estadual do Rio Preto,Quartzite,Herb,Widespread,Mesic,ED,Autochory,NA,NA,NA,NA,NA,NA,0.96,0.2,NA,0.028,12.2,ND,ND,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista cathartica var. paucijuga,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista cathartica var. paucijuga,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista dentata,(Vogel) H.S.Irwin & Barneby,Chamaecrista dentata,(Vogel) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.38,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. malacophylla,(Vogel) H.S.Irwin & Barneby,Chamaecrista desvauxii var. malacophylla,(Vogel) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. mollissima,(Benth.) H.S.Irwin & Barneby,Chamaecrista desvauxii var. mollissima,(Benth.) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista choriophylla var. latifolia,(Benth.) H.S.Irwin & Barneby,Chamaecrista latifolia,(Benth.) Rando,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.75,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista desvauxii var. latistipula,(Benth.) G.P.Lewis,Chamaecrista latistipula,(Benth.) Afr. Fern. & E. Nunes,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista mucronata,(Spreng.) H.S.Irwin & Barneby,Chamaecrista mucronata,(Spreng.) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista cipoana,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista multipennis,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.58,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista ochnacea var. purpurascens,(Benth.) H.S.Irwin & Barneby,Chamaecrista ochnacea var. purpurascens,(Benth.) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.87,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista ramosa var. parvifoliola,(H.S.Irwin) H.S.Irwin & Barneby,Chamaecrista ramosa var. parvifoliola,(H.S.Irwin) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista rotundifolia,(Pers.) Greene,Chamaecrista rotundifolia,(Pers.) Greene,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LR,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista semaphora,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,Chamaecrista semaphora,(H.S.Irwin & Barneby) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,LD,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.38,NA,D,PY,NA,NA
32,Fabales,Fabaceae,Chamaecrista,Chamaecrista venulosa,(Benth.) H.S.Irwin & Barneby,Chamaecrista venulosa,(Benth.) H.S.Irwin & Barneby,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18,NA,D,PY,NA,NA
33,Caryophyllales,Cactaceae,Melocactus,Melocactus ernestii subsp. ernestii,Vaupel,Melocactus ernestii,Vaupel,-7.47,-36.88,"Reserva Particular do Patrimônio Natural, Fazenda Almas",Granite,Succulent,Restricted,Xeric,NA,Zoochory,50.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
34,Poales,Eriocaulaceae,Paepalanthus,Paepalanthus chiquitensis,Herzog,Paepalanthus chiquitensis,Herzog,-16.51,-50.16,Reserva Biológica José Ângelo Rizzo,Quartzite,Herb,Widespread,Mesic/Xeric,LD,Anemochory,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
35,Poales,Bromeliaceae,Pitcairnia,Pitcairnia encholirioides,L.B.Sm.,Pitcairnia encholirioides,L.B.Sm.,-21.97,-42.02,"Morro da Torre, Santa Maria Madalena, Rio de Janeiro",Granite,Herb,Restricted,Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,ND,ND,Orthodox,NA
36,Poales,Eriocaulaceae,Actinocephalus,Paepalanthus geniculatus,(Bong.) Kunth,Actinocephalus geniculatus,(Bong.) F.N.Costa,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,0.68,0.4,NA,NA,NA,ND,ND,NA,NA
36,Poales,Eriocaulaceae,Actinocephalus,Paepalanthus incanus,(Bong.) Körn.,Actinocephalus incanus,(Bong.) F.N.Costa,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,NA,Anemochory,NA,NA,NA,NA,NA,NA,0.82,0.51,NA,NA,NA,ND,ND,NA,NA
36,Poales,Eriocaulaceae,Paepalanthus,Paepalanthus chlorocephalus,Silveira,Paepalanthus chlorocephalus,Silveira,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,NA,Anemochory,NA,NA,NA,NA,NA,NA,1.13,0.82,NA,NA,NA,ND,ND,NA,NA
36,Poales,Eriocaulaceae,Paepalanthus,Paepalanthus senaeanus,Ruhland,Paepalanthus senaeanus,Ruhland,-19.28,-43.58,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,NA,Anemochory,NA,NA,NA,NA,NA,NA,0.9,0.6,NA,NA,NA,ND,ND,NA,NA
37,Asterales,Asteraceae,Lessingianthus,Lessingianthus linearifolius,(Less.) H.Rob.,Lessingianthus linearifolius,(Less.) H.Rob.,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LD,Anemochory,NA,57,2,41,0,41,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Asterales,Asteraceae,Richterago,Richterago arenaria,(Baker) Roque,Richterago arenaria,(Baker) Roque,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,LR,Anemochory,NA,84,15,NA,NA,1,NA,NA,NA,NA,NA,NC,NA,NA,NA
37,Poales,Cyperaceae,Bulbostylis,Bulbostylis emmerichiae,T.Koyama,Bulbostylis emmerichiae,T.Koyama,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Poales,Cyperaceae,Bulbostylis,Bulbostylis paradoxa,(Spreng.) Lindm.,Bulbostylis paradoxa,(Spreng.) Lindm.,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,ER,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Poales,Cyperaceae,Lagenocarpus,Lagenocarpus alboniger,(A.St.-Hil.) C.B.Clarke,Lagenocarpus albo-niger,(A.St.-Hil.) C.B.Clarke,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,ER,Autochory,NA,54,39,NA,NA,7,NA,NA,NA,NA,NA,NC,NA,NA,NA
37,Poales,Cyperaceae,Lagenocarpus,Lagenocarpus tenuifolius,(Boeckeler) C.B.Clarke,Lagenocarpus rigidus subsp. tenuifolius,(Boeckeler) T.Koyama & Maguire,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,NA,Xeric,LD,Autochory,NA,14.5,47.5,0,38,38,NA,NA,NA,NA,NA,D,PD,NA,NA
37,Poales,Cyperaceae,Rhynchospora,Rhynchospora ciliolata,Boeckeler,Rhynchospora ciliolata,Boeckeler,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LR,Autochory,NA,80,15,NA,NA,5,NA,NA,NA,NA,NA,NC,NA,NA,NA
37,Poales,Cyperaceae,Rhynchospora,Rhynchospora consanguinea,(Kunth) Boeckeler,Rhynchospora consanguinea,(Kunth) Boeckeler,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LR,Autochory,NA,0.5,60,0,39.5,39.5,NA,NA,NA,NA,NA,D,PD,NA,NA
37,Poales,Cyperaceae,Rhynchospora,Rhynchospora riedeliana,C.B.Clarke,Rhynchospora riedeliana,C.B.Clarke,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,ED,Autochory,NA,37,33,0,30,30,NA,NA,NA,NA,NA,D,PD,NA,NA
37,Poales,Poaceae,Aristida,Aristida torta,(Nees) Kunth,Aristida torta,(Nees) Kunth,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Xeric,LD,Autochory,NA,55,17,9,19,28,NA,NA,NA,NA,NA,D,PD,NA,NA
37,Poales,Poaceae,Echinolaena,Echinolaena inflexa,(Poir.) Chase,Echinolaena inflexa,(Poir.) Chase,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Autochory,NA,13.52,86.48,0,0,0,NA,NA,NA,NA,NA,NC,NA,NA,NA
37,Poales,Poaceae,Homolepis,Homolepis longispicula,(Döll) Chase,Homolepis longispicula,(Döll) Chase,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Poales,Poaceae,Paspalum,Paspalum pectinatum,Nees ex Trin.,Paspalum pectinatum,Nees ex Trin.,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
37,Pandanales,Velloziaceae,Vellozia,Vellozia caruncularis,Mart. ex Seub.,Vellozia caruncularis,Mart. ex Seub.,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Xeric,LR,Autochory,NA,11,3,86,0,86,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Pandanales,Velloziaceae,Vellozia,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,Vellozia epidendroides,Mart. ex Schult. & Schult.f.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Restricted,Mesic/Xeric,LD,Autochory,NA,6.5,4,89.5,0,89.5,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Pandanales,Velloziaceae,Vellozia,Vellozia resinosa,Mart. ex Schult. & Schult.f.,Vellozia resinosa,Mart. ex Schult. & Schult.f.,-19.28,-43.55,Serra do Cipó,Quartzite,Shrub,Restricted,Xeric,ER,Autochory,NA,3,3.5,93.5,0,93.5,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Pandanales,Velloziaceae,Vellozia,Vellozia variabilis,Mart. ex Schult. & Schult.f.,Vellozia variabilis,Mart. ex Schult. & Schult.f.,-19.28,-43.58,Serra do Cipó,Quartzite,Shrub,Widespread,Xeric,LD,Autochory,NA,2,9,89,0,89,NA,NA,NA,NA,NA,ND,ND,NA,NA
37,Poales,Xyridaceae,Xyris,Xyris obtusiuscula,L.A.Nilsson,Xyris obtusiuscula,L.A.Nilsson,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic/Xeric,ER,Autochory,NA,3,30,29,38,67,NA,NA,NA,NA,NA,D,PD,NA,NA
37,Poales,Xyridaceae,Xyris,Xyris pilosa,Kunth,Xyris pilosa,Kunth,-19.28,-43.55,Serra do Cipó,Quartzite,Herb,Restricted,Mesic,ER,Autochory,NA,1.5,9,89.5,0,89.5,NA,NA,NA,NA,NA,ND,ND,NA,NA
38,Poales,Bromeliaceae,Dyckia,Dyckia excelsa,Leme,Dyckia excelsa,Leme,-19.18,-57.54,"Fazenda São José, Corumbá, Mato Grosso do Sul",Ironstone,Herb,Restricted,Xeric,LD,Anemochory,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Seed production value was taken from the reproductive biology assesment in natural populations (Table 3 in the Paper).
39,Myrtales,Melastomataceae,Pleroma,Tibouchina hatschbachii,Wurdack,Pleroma hatschbachii,(Wurdack) P.J.F.Guim. & Michelang.,-25.26,-48.76,Área de Proteção Ambiental Pico Paraná,Granite,Shrub,Widespread,Mesic/Xeric,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
39,Myrtales,Melastomataceae,Pleroma,Pleroma marumbiense,(Wurdack) P.J.F.Guim. & Michelang.,Pleroma marumbiense,(Wurdack) P.J.F.Guim. & Michelang.,-24.55,-50.23,Parque Estadual Guartelá,Sandstone,Shrub,Widespread,NA,NA,Autochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,"After the publication of this paper, Maia & Goldenberg (2019) recommented to consider this population to be considered as the species Tibouchina marumbiensis, currently known as Pleroma marumbiensis"
40,Fabales,Fabaceae,Chamaecrista,Chamaecrista dentata,(Vogel) H.S.Irwin & Barneby,Chamaecrista dentata,(Vogel) H.S.Irwin & Barneby,-20.44,-43.46,Parque Estadual do Itacolomi,Quartzite,Tree,Widespread,Xeric,ED,Autochory,NA,NA,NA,NA,NA,NA,5.5,NA,NA,23.45,NA,D,PY,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Aechmea,Aechmea nudicaulis,(L.) Griseb.,Aechmea nudicaulis,(L.) Griseb.,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,NA
41,Poales,Bromeliaceae,Dyckia,Dyckia saxatilis,Mez,Dyckia saxatilis,Mez,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Restricted,Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,NA,NA,NA
41,Poales,Bromeliaceae,Hoplocryptanthus,Cryptanthus schwackeanus,Mez,Hoplocryptanthus schwackeanus,"(Mez) Leme, S.Heller & Zizka",-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Restricted,Xeric,ED,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Neoregelia,Neoregelia bahiana,(Ule) L.B.Sm.,Neoregelia bahiana,(Ule) L.B.Sm.,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Restricted,Xeric,ED,Zoochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Tillandsia,Tillandsia stricta,Sol.,Tillandsia stricta,Sol.,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic/Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Vriesea,Vriesea bituminosa,Wawra,Vriesea bituminosa,Wawra,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic/Xeric,LR,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Vriesea,Vriesea crassa,Mez,Vriesea crassa,Mez,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Restricted,Xeric,ED,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
41,Poales,Bromeliaceae,Vriesea,Vriesea friburgensis,Mez,Vriesea friburgensis,Mez,-19.82,-43.68,Serra da Piedade,Quartzite,Herb,Widespread,Mesic,LD,Anemochory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ND,ND,NA,Geographical coordinates represent the middle point in the range of coordinates presented.
